Displaced,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (grade),Curricular units 2nd sem (grade),Target
0,0,1,1,18,12.2,12,Graduate
1,1,1,0,27,12.33333333,13,Graduate
0,1,1,0,26,12.42857143,12.83333333,Graduate
1,1,0,1,19,12.76571429,13.54444444,Graduate
0,1,1,0,44,12.1,12.6,Dropout
1,1,1,0,19,12,11.5,Graduate
1,1,1,0,20,0,0,Dropout
0,1,1,0,24,14.88888889,13.72727273,Graduate
0,1,0,0,31,11.35714286,12,Graduate
1,1,0,0,25,13.5,12.5,Graduate
1,0,0,0,19,0,0,Dropout
1,1,0,0,18,13.88428571,14.75,Dropout
1,0,0,0,19,13,11.66666667,Graduate
1,1,0,1,19,12.65,11.1,Graduate
1,1,0,0,19,11,0,Graduate
0,1,0,0,24,11.66666667,10.5,Dropout
0,1,0,0,20,14.5,12.66666667,Graduate
0,1,0,0,18,14.71428571,14.16666667,Graduate
0,1,0,1,18,13.28571429,14.33333333,Graduate
1,1,0,0,21,11.33333333,10.5,Graduate
0,0,0,0,28,0,0,Dropout
0,1,0,1,18,11.57142857,12,Graduate
0,1,0,0,18,13,11.5,Dropout
0,1,0,1,18,11.5,14,Graduate
1,1,0,1,18,11.8,11.6,Graduate
1,0,0,1,19,10.66666667,12.28571429,Dropout
0,1,0,1,19,13.8875,14.86444444,Graduate
0,1,0,1,20,11.4,11.5,Graduate
0,1,0,0,34,12.33333333,12.14285714,Graduate
1,1,0,0,39,12.16,12.16,Graduate
1,1,0,0,19,13.4275,13.4275,Graduate
1,1,0,0,24,15.16666667,15.5,Graduate
1,1,0,0,18,0,0,Dropout
1,1,1,0,19,10.5,0,Dropout
0,1,1,1,18,11.8,11,Graduate
1,1,1,0,20,13.2,11.4,Graduate
1,1,1,0,19,13.075,12.36111111,Graduate
1,1,1,0,19,11.6,13,Dropout
0,1,1,0,19,13.66666667,12.25,Dropout
1,1,1,0,41,10.75,10,Dropout
0,1,1,0,19,13.49285714,12.68888889,Graduate
0,1,1,0,19,12.5,11,Graduate
1,0,1,0,23,0,0,Dropout
0,1,1,0,18,13.28571429,14.8,Dropout
0,1,1,0,19,12.6,11.8,Graduate
1,1,1,0,20,14,14.66666667,Graduate
0,0,1,0,35,11.5,10.5,Dropout
0,0,1,0,34,0,0,Dropout
1,0,0,1,19,11.83333333,12.875,Graduate
1,0,1,0,22,11.5,12.4,Graduate
0,1,1,0,20,14.16666667,12.33333333,Graduate
0,1,1,0,27,12.5,12.5,Graduate
0,1,1,0,30,0,0,Dropout
0,1,1,0,34,0,11,Graduate
1,0,1,0,20,10.5,0,Dropout
1,1,1,0,18,11.83333333,13.16666667,Graduate
0,1,1,1,26,0,0,Dropout
0,1,1,0,26,12.4,12.4,Graduate
0,0,1,0,26,10.5,0,Dropout
0,0,1,0,31,0,0,Dropout
1,1,1,1,20,14.58333333,14.33333333,Graduate
1,1,1,0,19,11.66666667,12.66666667,Graduate
1,0,1,0,23,0,0,Dropout
1,1,1,1,20,13,0,Dropout
0,1,1,0,20,15.66,15.01111111,Graduate
1,1,1,0,29,0,0,Dropout
1,1,1,1,20,12.16666667,12.75,Graduate
0,1,1,0,24,13.3,13.3,Graduate
0,1,1,0,37,0,0,Dropout
1,1,1,0,18,0,0,Dropout
1,0,1,1,18,0,0,Dropout
0,1,1,0,18,13.55714286,13.55714286,Graduate
0,1,1,0,41,14.33333333,14.63636364,Graduate
0,1,1,0,35,12,10.33333333,Dropout
0,1,0,0,19,0,0,Dropout
1,1,1,0,18,0,0,Graduate
0,1,0,0,48,11.75,11.725,Graduate
1,1,0,0,19,12.18333333,12.18333333,Graduate
1,0,1,0,30,11.83333333,11,Dropout
0,0,1,0,51,0,0,Dropout
0,1,0,0,18,15,14.33333333,Graduate
1,1,0,0,18,0,0,Graduate
1,1,0,0,18,0,0,Graduate
1,1,0,1,18,13.435,13.435,Graduate
1,1,0,0,18,13.5,0,Dropout
1,1,0,0,18,0,0,Graduate
1,1,0,0,23,11.5,12.17647059,Graduate
1,1,0,0,19,10.5,11,Graduate
0,1,0,0,21,12,11.5,Graduate
1,0,0,0,18,12.2,11.5,Dropout
1,1,0,0,18,0,0,Graduate
1,1,0,0,21,14.5,14,Graduate
0,1,0,0,20,13.33333333,12.66666667,Graduate
0,1,0,0,24,12,12.55555556,Graduate
1,1,0,0,18,15.125,14,Graduate
1,1,0,0,18,13.11666667,13.11666667,Graduate
1,1,0,0,19,12.83333333,11.66666667,Graduate
1,1,0,1,20,13.33333333,14.16666667,Graduate
1,1,0,0,18,13.87714286,15.6625,Graduate
1,1,0,0,18,12.94428571,12.94428571,Graduate
1,1,0,0,19,12.33333333,11,Graduate
1,1,0,0,19,14.26666667,14.26666667,Graduate
1,1,0,0,18,13,14,Graduate
1,1,0,0,20,12.48375,12.48375,Graduate
1,1,0,0,18,13.42857143,15.3125,Graduate
0,0,0,0,18,10.66666667,0,Dropout
1,1,0,0,18,15.4,12.2,Graduate
1,1,0,0,18,13.45,13.45,Graduate
1,1,0,1,18,12.6,12.6,Graduate
1,1,0,0,20,12.48571429,12.9375,Graduate
1,1,0,1,22,10.8,12.8,Graduate
0,1,0,0,20,12.2,14.6,Graduate
1,1,0,0,20,14.2,13.5,Graduate
1,1,0,0,18,13.83333333,14,Graduate
0,1,0,0,18,12.8,10,Graduate
0,1,0,0,18,13.2,12.5,Graduate
0,1,0,1,18,14,0,Dropout
0,1,0,0,19,13.875,14,Graduate
1,1,0,1,19,12.5,12.71428571,Graduate
0,1,0,1,18,13.42857143,12.5,Graduate
0,0,0,1,18,11.8,13,Graduate
1,1,0,1,18,14.86857143,15.11111111,Graduate
1,1,0,0,18,13.03,13.21875,Graduate
1,1,0,0,19,14.57142857,12.33333333,Graduate
1,1,0,0,18,11,11.25,Graduate
0,1,0,1,25,13.3675,13.3675,Graduate
1,1,0,1,19,12.80833333,12.82571429,Graduate
1,1,0,0,18,13.91857143,13.8875,Graduate
1,1,0,0,19,13,12.8,Graduate
0,1,0,0,18,13.68333333,13.68333333,Graduate
0,1,0,0,24,13,12,Dropout
1,1,0,0,21,12.8,11.2,Graduate
1,1,0,1,18,13.57142857,12.16666667,Graduate
1,1,0,0,18,13.16666667,13.16666667,Graduate
0,1,0,1,20,15,14.5,Graduate
1,1,0,0,19,12.66666667,11.4,Graduate
1,1,0,1,19,13.85714286,13.14285714,Dropout
1,1,0,0,30,14.69285714,14.9625,Graduate
0,1,0,0,18,14.035,14.035,Graduate
1,1,0,0,18,11,14,Graduate
1,1,0,1,18,13.33333333,13.33333333,Graduate
0,1,0,0,20,11.7725,12.33,Graduate
0,1,0,0,19,0,0,Dropout
1,1,0,0,19,0,0,Dropout
1,0,0,0,19,0,0,Dropout
1,1,0,1,18,12.28571429,12,Graduate
1,1,0,0,17,12.46,12.46,Graduate
1,1,0,0,19,12.16666667,13.16666667,Graduate
1,1,0,0,18,11.83333333,11.5,Graduate
0,1,0,0,25,14.80571429,14.80571429,Graduate
1,1,0,0,19,10.6,11.71428571,Dropout
1,0,0,0,24,13.125,13,Graduate
1,1,0,1,19,12.83333333,12.66666667,Graduate
0,1,0,1,20,0,0,Graduate
1,1,0,1,20,13,13.8,Graduate
1,1,0,1,20,12.725,13.7125,Graduate
1,1,0,0,19,11.25,10.33333333,Graduate
1,1,0,0,31,13.81818182,13.46153846,Graduate
0,1,0,0,20,12.33333333,13,Graduate
1,1,0,0,18,12.33333333,11.6,Graduate
0,1,0,0,18,13.25,10.66666667,Graduate
1,1,0,0,18,13.66666667,15.4,Graduate
0,1,0,0,20,12.625,11,Graduate
1,1,0,1,20,14.83333333,12.14285714,Graduate
0,1,0,1,19,11.2,13.125,Dropout
0,1,0,1,21,11.4,12.2,Graduate
1,1,0,0,18,13.135,13.24444444,Graduate
1,1,0,0,21,13,11.4,Dropout
1,1,0,0,19,12.85,12.62142857,Graduate
0,1,0,0,20,13.5,12.5,Graduate
0,1,0,0,20,14.28571429,13,Graduate
1,1,0,1,18,13.5,14.5,Graduate
1,1,0,1,18,10.75,13,Graduate
1,1,0,1,18,11.33333333,11.83333333,Graduate
1,1,0,1,21,13,13.28571429,Graduate
0,1,0,0,18,13.96666667,13.96666667,Graduate
1,1,0,1,18,14.14125,14.14125,Graduate
1,1,0,1,20,11.6,11.75,Graduate
0,1,0,1,32,14.6625,14.6625,Graduate
0,1,0,0,34,0,0,Graduate
1,1,0,1,23,12.99333333,12.66875,Graduate
1,1,0,0,18,11.25,12.2,Graduate
0,1,0,0,18,12.2,12.8,Graduate
1,1,0,0,34,0,0,Dropout
0,1,0,0,25,11.33333333,11.75,Graduate
0,1,0,0,21,12.2,11.8,Graduate
1,1,0,1,20,0,0,Dropout
1,1,0,0,18,11.33333333,11.66666667,Graduate
1,1,0,0,18,13.85714286,13.1,Graduate
0,1,0,0,18,12.85714286,13.33333333,Graduate
1,1,0,0,24,10,0,Dropout
0,0,0,0,32,10.21428571,11.38461538,Graduate
1,0,0,0,24,11.28571429,10.33333333,Dropout
0,1,0,1,18,13.83333333,0,Dropout
0,1,0,0,28,12.85714286,12.6,Graduate
1,1,0,1,18,11.66666667,12,Dropout
1,0,0,0,24,0,0,Dropout
0,1,0,0,19,14.4,13.2,Graduate
0,1,0,0,44,14.83333333,14.16666667,Graduate
1,1,0,1,18,14.33333333,12,Graduate
1,1,0,0,18,0,0,Graduate
0,1,0,0,22,0,0,Dropout
0,1,0,1,18,12.33333333,12.66666667,Graduate
0,1,0,0,44,11.8,12.4,Graduate
0,1,0,0,33,13.2,10.6,Dropout
0,0,0,0,32,0,0,Dropout
0,0,0,0,35,0,0,Dropout
1,1,0,0,20,11.5,13.28571429,Graduate
1,1,0,0,24,12.6,12.2,Graduate
0,1,0,0,19,13.54285714,14.22222222,Graduate
1,1,0,0,21,11.6,13,Graduate
1,1,1,1,19,13.66666667,13.83333333,Graduate
1,0,1,0,27,0,0,Dropout
0,0,0,0,30,0,0,Dropout
1,1,1,0,21,0,0,Dropout
1,1,1,0,19,11.5,12.28571429,Graduate
0,1,0,0,34,11.5,11.75,Graduate
0,1,1,0,18,11.82857143,12.9125,Graduate
1,1,1,0,21,0,0,Graduate
1,1,1,0,17,0,0,Graduate
1,1,0,1,19,12.96666667,12.96666667,Graduate
1,1,1,0,18,13.83333333,13.66666667,Graduate
1,1,0,0,19,14.12571429,14.36875,Graduate
0,1,0,0,45,12.16666667,0,Dropout
1,1,0,0,26,12.66666667,12.25,Graduate
1,1,1,0,51,0,0,Dropout
0,1,1,1,49,12.28571429,14.16666667,Graduate
0,1,1,0,22,14.5,14.375,Graduate
1,1,1,0,22,10,10,Dropout
0,1,0,0,33,11.5,12,Dropout
0,1,0,0,20,11.6,11.5,Graduate
1,1,0,1,18,12.5,11.66666667,Graduate
1,0,0,0,20,11.66666667,11,Dropout
0,1,0,0,37,13.42857143,11.6,Graduate
1,1,1,0,18,13.66666667,13.5,Graduate
1,1,0,0,19,12.5,12.16666667,Graduate
1,1,0,0,21,13,12.8,Graduate
0,1,0,0,20,12.78333333,12.84285714,Graduate
1,1,0,0,19,0,0,Dropout
1,1,0,0,20,13.5,11.225,Dropout
1,1,0,0,18,13.45714286,15.125,Graduate
1,1,0,0,19,13.44285714,13.44285714,Graduate
0,1,0,0,18,11,10.83333333,Graduate
1,1,0,1,18,11.33333333,12.28571429,Graduate
1,1,0,0,18,10,0,Dropout
1,1,0,0,19,13.44,13.06666667,Graduate
1,1,0,1,18,12.21428571,14.0625,Graduate
1,1,0,1,19,14.16666667,13.5,Graduate
0,1,0,1,24,12.84615385,12.63636364,Graduate
0,1,0,0,20,13,12,Graduate
1,1,0,1,21,12.8,11.25,Graduate
0,0,0,0,20,13,12,Dropout
1,1,0,1,19,13.37142857,13.66666667,Graduate
1,1,0,1,19,13.38571429,13.3875,Graduate
1,1,0,0,18,13.32857143,13.32857143,Graduate
1,1,0,0,19,14,11,Graduate
1,1,0,0,21,12.6,13.2,Graduate
1,1,0,1,19,14,15,Graduate
1,1,0,1,18,13.42857143,12.66666667,Graduate
1,1,0,1,17,13,12.5,Graduate
1,1,0,0,19,12.66666667,11,Graduate
1,0,1,0,23,10,12.33333333,Dropout
1,1,0,0,19,12.83333333,11.77777778,Graduate
1,1,0,0,18,12.91666667,12.91666667,Graduate
1,1,0,0,20,13.28571429,13.8,Graduate
1,1,0,1,19,14.6,13.8,Graduate
1,1,0,1,18,14,13.66666667,Graduate
0,1,0,1,19,14.14285714,15,Graduate
1,1,0,0,19,11.66666667,12.33333333,Graduate
1,1,0,0,18,14.3775,14.3775,Graduate
1,1,0,0,18,12.5,13.04285714,Graduate
1,1,0,1,19,14.15,14.15,Graduate
0,1,0,1,19,12.47142857,12.47142857,Graduate
0,1,0,0,19,14.15,14.15,Graduate
1,1,0,0,21,14.07222222,14.0475,Graduate
1,1,0,0,18,14.85714286,14.66666667,Graduate
0,1,0,1,19,14.28571429,13.16666667,Graduate
0,0,0,0,18,0,0,Dropout
0,1,0,0,30,0,0,Dropout
1,1,0,0,18,15,15.16666667,Dropout
1,1,0,1,20,12.63333333,12.63333333,Graduate
0,0,0,0,25,11.2,12.6,Dropout
1,1,0,0,18,14.23333333,14.23333333,Graduate
1,1,0,0,21,12.2,11.33333333,Graduate
0,1,0,0,18,15.7,15.7,Graduate
1,1,0,0,18,15.2,15.2,Graduate
1,0,0,0,29,16.33333333,15.6,Dropout
0,1,0,0,20,12.5625,12.85714286,Graduate
0,1,0,0,26,0,0,Dropout
1,1,0,0,21,12.4,12,Graduate
0,1,0,1,19,13.78125,13.78125,Graduate
1,1,0,0,19,12.16666667,11.66666667,Dropout
0,1,0,0,21,11.8,11.83333333,Graduate
0,1,0,0,20,10.8,12,Graduate
1,1,0,1,18,13.26,14.28625,Graduate
1,0,0,0,20,12,10.66666667,Dropout
0,1,0,1,20,11.875,14.42857143,Graduate
0,1,0,1,18,12.16,13.4,Graduate
1,1,0,0,18,15,12.5,Graduate
1,1,0,0,18,13.33333333,13.2,Graduate
1,1,0,0,18,11.5,11.8,Graduate
1,1,0,0,22,14.42857143,13,Graduate
1,1,0,0,19,13,15.33333333,Graduate
1,1,0,1,19,15,14.33333333,Graduate
1,1,0,0,18,15.15555556,16.8,Graduate
1,1,0,0,20,10.66666667,11.85714286,Graduate
1,1,0,0,18,11,11.25,Dropout
1,1,0,0,21,0,0,Dropout
0,1,0,0,19,12.28571429,12,Graduate
1,1,0,0,18,12.82875,12.82875,Dropout
1,1,0,0,18,12.66666667,14.4,Graduate
1,1,0,0,18,0,0,Graduate
1,0,0,1,21,13,0,Dropout
0,1,0,0,19,10.875,12.4,Graduate
1,1,0,1,19,12.8,11.6,Graduate
1,1,0,0,19,11.28571429,0,Dropout
0,1,0,0,18,0,0,Graduate
0,1,0,1,19,0,10,Dropout
1,1,0,1,20,13.76666667,13.74444444,Dropout
1,0,0,0,18,12.75833333,12.75833333,Dropout
1,1,0,1,19,0,0,Dropout
1,1,0,0,18,12.66666667,13.25,Graduate
0,1,0,0,18,12,12.75,Graduate
0,1,0,1,19,12.25,12,Graduate
1,1,0,0,20,11.33333333,12.2,Graduate
1,1,0,1,19,13.50714286,13.05,Graduate
1,1,0,0,18,13.61428571,13.61428571,Graduate
0,1,0,0,25,0,0,Dropout
1,0,0,0,18,11.5,12.16666667,Graduate
1,1,0,0,19,12.33333333,12.5,Graduate
1,1,0,1,19,11.97142857,14.4375,Graduate
0,0,0,1,20,13,11.5,Dropout
1,1,0,0,18,12.38571429,12.72857143,Graduate
1,1,0,0,20,13.5,11.28571429,Graduate
1,1,0,0,21,12.16666667,13.28571429,Graduate
1,1,0,0,19,0,0,Graduate
0,1,0,0,42,11.66666667,13.66666667,Graduate
1,0,0,0,18,12.4,14.16666667,Graduate
0,1,0,1,19,13.4,12.83333333,Graduate
1,1,0,0,18,12,12.5,Graduate
1,1,0,0,21,14.2,14.8,Graduate
0,1,0,1,20,12.125,14.42857143,Graduate
1,1,0,0,20,13.85714286,13.28571429,Graduate
1,1,0,0,21,11.75,12.33333333,Graduate
1,1,0,0,19,14.28333333,13.12555556,Graduate
0,1,0,0,21,13.27272727,13,Graduate
1,1,0,0,19,14.66666667,15.14285714,Graduate
0,1,0,1,19,15.115,15.092,Graduate
1,1,0,0,18,0,0,Graduate
1,1,0,0,22,15,13.14285714,Graduate
0,1,0,0,21,13.2,14.33333333,Graduate
1,1,0,1,18,11,10.33333333,Dropout
0,1,0,1,20,14.56571429,14.56571429,Graduate
1,0,0,0,18,12,10.75,Dropout
0,1,0,0,20,0,0,Dropout
1,1,0,0,23,13.79666667,13.775,Graduate
1,1,0,0,18,14.83333333,15.33333333,Graduate
1,1,0,0,20,12.83333333,13.83333333,Graduate
1,1,0,1,18,14.96285714,14.96285714,Graduate
1,1,0,0,20,12,11.2,Graduate
1,1,0,0,18,12.4,12.8,Graduate
1,1,0,0,20,15.57142857,17.16666667,Graduate
1,1,0,0,19,13.71428571,13.71428571,Graduate
0,1,0,0,21,13.14285714,12.16666667,Graduate
0,1,0,0,33,15,11,Graduate
0,0,0,0,24,13,0,Dropout
0,1,0,1,20,12,12.75,Graduate
1,1,0,0,18,0,0,Graduate
1,1,0,0,18,15.16666667,14.16666667,Graduate
0,1,0,0,29,12,10.5,Dropout
0,1,0,0,18,13.64285714,14.77272727,Graduate
1,1,0,0,19,12.66666667,12.71428571,Graduate
1,1,0,0,19,0,0,Dropout
0,1,0,1,18,10.8,10.5,Graduate
0,1,0,1,19,14.25,13.06363636,Graduate
0,1,0,0,20,12.15384615,12.9,Dropout
1,1,0,0,19,11.5,10.5,Graduate
1,1,0,1,19,12.25,12.33333333,Graduate
0,1,0,1,18,12,11.14285714,Graduate
1,1,0,1,18,13.40375,13.40375,Graduate
0,1,0,1,19,11.33333333,12.66666667,Graduate
0,1,1,0,20,12.2,12.33333333,Dropout
1,1,1,1,18,0,0,Graduate
1,1,1,0,18,0,0,Dropout
0,0,1,0,35,16.16666667,16,Dropout
0,1,1,0,18,11,11,Graduate
1,1,1,1,19,0,0,Graduate
1,1,1,1,19,12,12.28571429,Graduate
1,1,1,0,20,10.5,12.25,Graduate
1,1,1,0,19,11.66666667,10.33333333,Graduate
1,1,1,0,19,11,10,Dropout
0,1,1,0,24,0,0,Dropout
1,0,1,0,29,12.5,0,Dropout
0,1,1,0,24,11.29444444,12.6,Graduate
1,1,1,0,19,11.2,12.5,Graduate
1,1,1,0,37,0,0,Dropout
1,1,1,0,18,13.2,11.8,Graduate
0,1,1,1,20,14.14285714,14.125,Graduate
1,0,1,0,18,0,0,Dropout
0,1,1,0,22,0,13.33333333,Graduate
1,1,1,1,22,12.33333333,10.57142857,Graduate
1,0,1,0,18,0,0,Dropout
1,1,1,0,18,13.1,13.1,Graduate
1,1,1,0,19,13.5,13.16666667,Graduate
0,1,1,0,19,10.2,12,Graduate
0,1,1,0,19,11.57142857,13,Dropout
1,1,1,0,21,15.28571429,15.16666667,Graduate
0,1,1,0,19,12.6,11,Graduate
0,1,1,0,18,13.43333333,13.6,Graduate
1,1,1,0,19,11.6,11,Dropout
0,1,1,0,25,14.66666667,13.5,Graduate
1,1,1,0,22,14.66666667,14.66666667,Graduate
0,1,1,0,24,12.74285714,12.74285714,Graduate
1,1,1,0,19,11.975,13.12857143,Graduate
0,1,1,0,18,12.25,11.66666667,Graduate
0,0,1,0,20,0,0,Dropout
1,1,1,1,19,14.93571429,14.93571429,Graduate
1,1,1,0,19,10.5,10,Dropout
1,1,1,0,19,13.33333333,13,Graduate
0,1,1,0,23,0,0,Dropout
0,1,1,0,47,13.8,14,Dropout
0,1,1,0,19,11.83333333,10.75,Graduate
1,1,1,0,19,0,0,Graduate
1,1,1,0,18,0,0,Dropout
0,1,1,0,28,10,0,Dropout
1,1,1,0,20,11.5,11.66666667,Dropout
0,1,1,1,18,10.66666667,12,Graduate
1,1,1,1,21,0,0,Graduate
0,1,1,0,19,12.75,13,Graduate
0,0,1,0,24,0,0,Dropout
0,1,1,0,24,11.33333333,11.33333333,Graduate
1,0,1,0,25,0,0,Graduate
0,1,1,0,28,13,12.2,Graduate
0,1,1,0,37,10.75,11.33333333,Graduate
0,1,1,0,19,12,10.5,Graduate
1,1,1,1,18,13.46285714,13.90625,Graduate
0,1,1,0,48,10,10,Dropout
1,1,1,0,21,12.33333333,13.66666667,Graduate
0,1,1,1,19,12.52857143,12.41666667,Graduate
0,1,1,1,21,0,0,Graduate
1,0,1,0,23,0,0,Dropout
1,1,1,0,18,13.6,13.25,Graduate
0,1,1,0,22,12.33333333,14,Dropout
1,1,1,0,25,11.45454545,12.25,Dropout
0,1,1,0,27,13.5,14.4,Dropout
0,0,1,0,49,0,0,Dropout
0,0,1,0,31,11,0,Dropout
0,1,1,0,54,13.71428571,14.33333333,Dropout
1,0,1,0,25,12.36363636,12.25,Dropout
0,1,1,0,20,10.66666667,11.5,Graduate
0,1,1,0,28,12,12.66666667,Dropout
0,1,1,0,41,12.85714286,13.16666667,Graduate
0,1,1,1,19,13.125,12.71428571,Graduate
0,1,1,0,22,0,11.5,Dropout
0,1,1,0,34,13.5,0,Dropout
0,0,1,0,28,15.09090909,15,Dropout
1,1,1,0,42,12.4,11.8,Graduate
0,0,1,0,21,14,14.8,Graduate
0,1,1,0,50,13.5,13,Dropout
1,1,1,0,19,0,0,Dropout
0,1,1,0,18,12.65,10.66666667,Dropout
0,1,1,0,59,0,0,Dropout
1,0,1,0,33,0,0,Dropout
1,1,1,1,23,13.33333333,12.8,Graduate
0,1,1,0,44,11.33333333,11.14285714,Dropout
1,1,1,0,37,0,0,Dropout
0,1,1,0,36,0,0,Dropout
0,0,1,0,22,11.66666667,10.5,Dropout
0,1,1,0,49,12.16666667,14.42857143,Graduate
1,1,1,0,23,13.33333333,12.75,Graduate
1,1,1,0,19,11.4,11,Graduate
0,1,1,0,47,12.14285714,0,Dropout
0,1,1,0,28,13.05882353,12.30769231,Graduate
0,1,1,0,21,11.75,10.5,Graduate
0,0,1,0,21,11.83333333,10,Dropout
0,1,1,0,21,12.4,11.8,Graduate
0,1,1,0,20,13.42857143,11.5,Graduate
0,0,1,0,49,0,0,Dropout
0,1,1,0,40,11,13.4,Graduate
0,1,1,1,22,13.625,14.42857143,Graduate
0,1,1,0,19,11.8,11.5,Graduate
0,1,1,0,31,0,0,Dropout
0,1,1,0,30,15,13.5,Dropout
0,1,1,0,19,10.8,11,Graduate
0,1,1,0,22,13.66666667,11.33333333,Dropout
0,1,1,0,19,12.83333333,13.33333333,Graduate
0,0,1,0,21,0,0,Dropout
0,1,1,0,19,15.125,13.42857143,Graduate
1,1,1,0,22,0,10,Dropout
0,1,1,0,22,11.4,11,Graduate
0,1,1,0,19,12.25,11,Graduate
0,0,1,0,26,0,0,Dropout
0,1,1,0,23,14,14,Graduate
0,1,1,0,18,12.33333333,10.8,Graduate
0,1,1,1,22,10.66666667,11,Graduate
1,1,1,0,19,11.83333333,14.71428571,Graduate
0,1,1,0,20,0,0,Dropout
1,1,1,1,22,11.66666667,12.16666667,Graduate
1,0,1,0,18,13,0,Dropout
0,1,1,0,39,0,0,Dropout
0,1,1,0,18,0,0,Dropout
0,1,1,1,18,13,14.2,Graduate
0,1,1,1,19,13.85714286,14,Graduate
0,1,1,0,18,13.39166667,12.4875,Graduate
1,1,1,1,18,12.75,0,Dropout
1,1,1,0,22,14.5,14.6,Graduate
0,1,1,0,19,12.16666667,12.16666667,Graduate
1,1,1,0,18,15.4,15.6,Dropout
0,0,1,0,31,13.33333333,16,Dropout
0,1,1,0,28,0,0,Dropout
0,1,1,0,19,0,0,Dropout
0,1,1,0,20,13.71428571,14.71428571,Graduate
0,1,1,0,50,12.25,0,Dropout
0,1,1,0,38,16,16.5,Graduate
1,1,1,0,31,11,13,Dropout
1,1,1,0,27,14.08571429,14.08571429,Graduate
1,1,1,0,21,10.16666667,10.5,Graduate
0,1,1,0,34,10,0,Dropout
1,1,1,0,19,0,10,Graduate
1,0,1,0,40,10.5,10.66666667,Dropout
1,1,1,1,18,0,0,Graduate
0,0,1,1,46,0,0,Dropout
0,1,1,0,37,0,0,Dropout
1,1,1,0,31,0,0,Dropout
0,1,1,0,34,13.33333333,12.4,Graduate
1,1,1,1,18,0,0,Dropout
0,1,1,1,18,13.57142857,14.33333333,Graduate
1,1,1,1,19,12.83333333,11.16666667,Graduate
0,1,1,0,40,10.25,11.2,Dropout
0,1,1,0,25,0,0,Dropout
1,1,1,0,20,14.5,13.33333333,Dropout
0,1,1,0,20,15.8,13.71428571,Graduate
1,0,1,0,43,0,0,Dropout
1,1,1,0,18,12.5,14.66666667,Graduate
0,1,1,0,35,11.66666667,11.5,Graduate
0,1,1,0,23,13,13,Graduate
0,1,1,0,19,12.12142857,11.50625,Graduate
1,1,1,1,21,14.22222222,13.75,Graduate
0,1,1,0,19,12.5,13.25,Graduate
1,1,1,0,20,12.16666667,15.28571429,Graduate
0,1,1,1,30,0,0,Dropout
1,1,1,0,44,12.66666667,11.5,Graduate
0,1,1,0,19,13.61428571,13.61428571,Graduate
1,1,1,0,22,12.85714286,14.3,Graduate
0,1,1,0,18,14,14.2,Graduate
1,1,1,1,21,14.75,11.8,Graduate
0,1,1,0,18,0,0,Dropout
1,1,1,0,18,13.625,14.28571429,Graduate
0,1,1,0,19,0,0,Graduate
1,1,1,0,21,11.8,11.875,Dropout
0,1,1,0,31,15.125,14.6,Graduate
1,1,1,0,21,11.5,10.5,Dropout
0,1,1,0,24,10,11,Graduate
0,1,1,0,27,0,0,Dropout
1,1,1,0,20,10.33333333,12.8,Graduate
1,1,1,0,22,0,11.66666667,Graduate
0,1,1,1,19,12,12.5,Graduate
1,1,1,0,19,13.83333333,14.5,Graduate
1,1,1,0,23,12.15384615,11.90909091,Graduate
1,1,1,0,18,14,13.66666667,Graduate
1,0,1,0,29,16.5,13.8,Graduate
1,1,1,0,29,18,13.33333333,Dropout
0,1,1,0,20,11.28571429,11.77777778,Graduate
1,1,1,1,19,0,0,Graduate
1,1,1,0,22,0,0,Graduate
1,1,1,0,20,14,12,Graduate
1,1,1,0,24,13.75,12,Graduate
0,0,1,0,21,13.25,11,Dropout
0,1,1,1,25,14.25,14.75,Graduate
0,0,1,0,32,0,0,Dropout
0,0,1,0,26,11.25,11.33333333,Dropout
1,1,1,1,18,13.5,12.5,Graduate
0,1,1,1,19,12.66666667,12.85714286,Graduate
1,1,1,1,19,15.16666667,12.33333333,Graduate
0,1,1,0,27,13.16666667,15.14285714,Dropout
0,1,1,0,21,11.8,11.44444444,Graduate
0,1,1,0,20,11.5,0,Graduate
1,1,1,0,21,14.5,11.33333333,Graduate
1,1,1,0,22,13.4,10.66666667,Graduate
1,0,1,0,19,0,0,Graduate
1,1,1,1,18,10.8,12.5,Dropout
0,1,1,0,28,0,0,Dropout
0,0,1,0,25,11.42857143,12,Dropout
0,1,1,0,25,12.5,11.6,Dropout
0,1,1,0,18,13.5,12.33333333,Graduate
0,1,1,0,26,0,0,Dropout
1,1,1,1,18,12.75,11.5,Graduate
1,1,1,0,22,11.33333333,12.33333333,Graduate
0,1,1,0,25,0,0,Dropout
1,1,1,0,19,11.4,12.4,Graduate
1,1,1,0,19,14.42857143,14.57142857,Graduate
0,1,1,0,19,12.49285714,11.7125,Graduate
0,1,1,0,45,11.5,11,Dropout
0,1,1,0,52,11.2,12.8,Graduate
1,0,1,0,20,12,11,Dropout
1,1,1,0,19,15.88571429,15.88571429,Graduate
0,0,1,0,21,12.94,11.58,Dropout
0,0,1,0,35,14,14.16666667,Graduate
1,1,1,0,36,0,0,Graduate
0,0,1,0,47,0,0,Dropout
0,1,1,0,22,0,0,Dropout
1,1,1,0,41,11.25,11,Dropout
0,1,1,0,26,0,0,Dropout
